1	2 
2	238 
3	115 
4	62 
5	217 
6	248 
7	364 
8	355 
9	360 
10	3 
11	26 
12	63 
13	304 
14	263 
15	103 
16	255 
17	24 
18	199 
19	217 
20	13 
21	313 
22	148 
23	344 
24	120 
25	343 
26	70 
27	93 
28	338 
29	56 
30	215 
31	157 
32	309 
33	261 
34	114 
35	342 
36	127 
37	266 
38	126 
39	274 
40	203 
41	252 
42	81 
43	94 
44	65 
45	153 
46	339 
47	230 
48	207 
49	53 
50	101 
51	96 
52	113 
53	225 
54	157 
55	157 
56	308 
57	1 
58	3 
59	338 
60	233 
61	357 
62	241 
63	336 
64	296 
65	227 
66	196 
67	227 
68	255 
69	248 
70	110 
71	236 
72	134 
73	187 
74	320 
75	94 
76	344 
77	187 
78	352 
79	269 
80	59 
81	332 
82	247 
83	110 
84	13 
85	51 
86	358 
87	198 
88	187 
89	153 
90	78 
91	127 
92	115 
93	309 
94	57 
95	334 
96	74 
97	112 
98	220 
99	18 
100	255 
101	81 
102	347 
103	304 
104	13 
105	54 
106	80 
107	180 
108	199 
109	309 
110	309 
111	18 
112	187 
113	355 
114	227 
115	40 
116	107 
117	265 
118	6 
119	350 
120	215 
121	276 
122	107 
123	157 
124	176 
125	357 
126	255 
127	91 
128	81 
129	262 
130	92 
131	176 
132	214 
133	195 
134	293 
135	247 
136	74 
137	38 
138	215 
139	34 
140	244 
141	25 
142	362 
143	184 
144	11 
145	268 
146	120 
147	266 
148	342 
149	114 
150	31 
151	96 
152	57 
153	334 
154	241 
155	225 
156	288 
157	139 
158	41 
159	265 
160	134 
161	37 
162	175 
163	336 
164	309 
165	32 
166	108 
167	222 
168	203 
169	155 
170	139 
171	323 
172	324 
173	350 
174	250 
175	120 
176	87 
177	14 
178	94 
179	287 
180	165 
181	334 
182	94 
183	70 
184	324 
185	230 
186	57 
187	122 
188	82 
189	247 
190	340 
191	155 
192	228 
193	64 
194	22 
195	86 
196	359 
197	203 
198	67 
199	78 
200	305 
201	249 
202	227 
203	271 
204	165 
205	222 
206	125 
207	70 
208	113 
209	120 
210	363 
211	357 
212	270 
213	354 
214	31 
215	342 
216	236 
217	48 
218	103 
219	139 
220	360 
221	357 
222	134 
223	318 
224	281 
225	275 
226	203 
227	113 
228	184 
229	352 
230	254 
231	360 
232	59 
233	196 
