1	88 
2	378 
3	88 
4	79 
5	182 
6	142 
7	206 
8	335 
9	146 
10	363 
11	85 
12	362 
13	347 
14	272 
15	363 
16	23 
17	337 
18	88 
19	253 
20	231 
21	340 
22	165 
23	279 
24	337 
25	312 
26	30 
27	211 
28	381 
29	9 
30	384 
31	328 
32	112 
33	3 
34	349 
35	283 
36	148 
37	58 
38	316 
39	9 
40	345 
41	195 
42	210 
43	134 
44	384 
45	256 
46	97 
47	188 
48	229 
49	106 
50	222 
51	79 
52	97 
53	208 
54	88 
55	134 
56	321 
57	9 
58	240 
59	140 
60	298 
61	258 
62	28 
63	302 
64	335 
65	32 
66	132 
67	114 
68	217 
69	138 
70	226 
71	252 
72	305 
73	50 
74	130 
75	232 
76	298 
77	231 
78	221 
79	50 
80	196 
81	13 
82	301 
83	145 
84	25 
85	21 
86	371 
87	239 
88	2 
89	112 
90	124 
91	349 
92	357 
93	203 
94	390 
95	341 
96	283 
97	23 
98	1 
99	167 
100	88 
101	107 
102	58 
103	38 
104	296 
105	258 
106	229 
107	101 
108	92 
109	198 
110	351 
111	1 
112	42 
113	338 
114	144 
115	115 
116	280 
117	100 
118	21 
119	165 
120	200 
121	392 
122	212 
123	191 
124	343 
125	322 
126	213 
127	210 
128	391 
129	289 
130	187 
131	17 
132	133 
133	276 
134	339 
135	335 
136	131 
137	263 
138	200 
139	3 
140	250 
141	210 
142	134 
143	88 
144	254 
145	355 
146	111 
147	53 
148	321 
149	301 
150	78 
151	168 
152	298 
153	65 
154	324 
155	263 
156	25 
157	286 
158	255 
159	263 
160	298 
161	22 
162	182 
163	253 
164	242 
165	275 
166	1 
167	21 
168	253 
169	155 
170	166 
171	249 
172	233 
173	33 
174	309 
175	102 
176	52 
177	221 
178	268 
179	134 
180	289 
181	313 
182	72 
183	335 
184	82 
185	245 
186	64 
187	281 
188	186 
189	214 
190	153 
191	240 
192	241 
193	31 
194	9 
195	311 
196	319 
197	1 
198	273 
199	5 
200	387 
201	283 
202	335 
203	52 
204	248 
205	384 
