1	971
1	5882
1	7486
1	8612
1	8648
1	9499
1	9617
1	9689
2	1394
2	8685
2	9130
2	9176
2	9194
2	9797
2	9833
2	9999
3	829
3	6878
3	7850
3	8381
3	8697
3	9085
3	9294
3	9553
4	2805
4	5560
4	6129
4	7289
4	7397
4	8469
4	9104
4	9213
5	1443
5	3369
5	7431
5	7493
5	8506
5	9301
5	9727
5	9783
6	1368
6	8723
6	8872
6	9208
6	9757
6	9843
6	9896
6	9963
7	417
7	4477
7	7211
7	7835
7	8639
7	8839
7	9385
7	9687
8	4324
8	7789
8	8800
8	8925
8	9258
8	9475
8	9505
8	9856
9	819
9	3647
9	5413
9	6101
9	8067
9	8157
9	8703
9	9052
10	7688
10	7888
10	8247
10	8297
10	9280
10	9465
10	9506
10	9897
11	4280
11	5784
11	6344
11	8722
11	9512
11	9730
11	9805
11	9961
12	4036
12	5509
12	8027
12	8778
12	8929
12	9509
12	9679
12	9980
13	3985
13	6977
13	7433
13	9469
13	9664
13	9798
13	9931
13	9998
14	6068
14	8205
14	8549
14	8954
14	9246
14	9299
14	9362
14	9727
15	381
15	1900
15	7678
15	8475
15	9207
15	9617
15	9677
15	9774
16	1448
16	4693
16	5962
16	7637
16	8521
16	8915
16	9558
16	9961
17	7081
17	8671
17	8707
17	8818
17	9477
17	9556
17	9942
17	9986
18	2947
18	3110
18	4961
18	6166
18	6947
18	8312
18	9689
18	9833
19	2145
19	3415
19	4004
19	6458
19	7007
19	9526
19	9814
19	9998
20	6123
20	6154
20	6435
20	6542
20	7495
20	8287
20	8640
20	8676
21	2849
21	6327
21	8809
21	9065
21	9422
21	9706
21	9770
21	9874
22	562
22	3426
22	6311
22	8226
22	8358
22	8362
22	8388
22	8757
23	52
23	1041
23	1550
23	4746
23	5081
23	6654
23	7931
23	9801
24	3714
24	3943
24	4342
24	5375
24	5457
24	5497
24	6612
24	9917
25	1189
25	3334
25	3363
25	7310
25	7643
25	7908
25	8556
25	9982
26	1090
26	3303
26	5489
26	5812
26	7765
26	8917
26	8950
26	9930
27	1491
27	4307
27	5651
27	6004
27	7803
27	7873
27	8265
27	9939
28	1883
28	5742
28	6407
28	6923
28	8622
28	9553
28	9804
28	9978
29	1391
29	5783
29	6036
29	6729
29	9257
29	9361
29	9411
29	9676
30	425
30	426
30	2457
30	6548
30	8788
30	8896
30	8939
30	9214
31	2600
31	7670
31	8632
31	8821
31	9304
31	9429
31	9852
31	9858
32	1145
32	2380
32	5809
32	8834
32	9276
32	9817
32	9836
32	9908
33	3199
33	6245
33	7568
33	9000
33	9162
33	9612
33	9801
33	9879
34	2258
34	3677
34	5232
34	5306
34	7887
34	7999
34	8159
34	9657
35	2686
35	6771
35	7054
35	7623
35	8435
35	8571
35	8832
35	9723
36	3819
36	5138
36	6139
36	7574
36	7702
36	7754
36	8877
36	9355
37	1061
37	4934
37	7079
37	7402
37	8254
37	8661
37	8863
37	8909
38	2363
38	4466
38	4581
38	6824
38	7322
38	9695
38	9724
38	9811
39	1214
39	2412
39	6899
39	8688
39	8848
39	9629
39	9821
39	9875
40	876
40	5050
40	6095
40	8552
40	9563
40	9621
40	9921
40	9932
41	5395
41	6911
41	8348
41	9453
41	9472
41	9806
41	9826
41	9910
42	721
42	8426
42	9502
42	9695
42	9699
42	9702
42	9811
42	9957
43	4779
43	5465
43	6662
43	8453
43	8571
43	9471
43	9598
43	9781
44	4820
44	6367
44	6701
44	8149
44	8697
44	9294
44	9367
44	9781
45	2033
45	4774
45	6467
45	6993
45	7403
45	8800
45	9505
45	9777
46	3310
46	4823
46	5202
46	7435
46	7562
46	7631
46	7644
46	9897
47	2534
47	5961
47	6000
47	6091
47	7012
47	7341
47	7637
47	9312
48	312
48	5063
48	8835
48	9316
48	9527
48	9539
48	9873
48	9963
49	1334
49	1550
49	5174
49	8571
49	9306
49	9315
49	9400
49	9765
50	2094
50	2876
50	3609
50	5401
50	7763
50	8538
50	8863
50	9827
51	2719
51	2777
51	5094
51	7314
51	7857
51	7865
51	8566
51	9869
52	23
52	2999
52	7514
52	8076
52	8776
52	8871
52	9096
52	9691
53	2483
53	5183
53	6571
53	9220
53	9259
53	9330
53	9636
53	9868
54	1610
54	3975
54	4748
54	5220
54	6152
54	8613
54	9024
54	9200
55	4485
55	5891
55	6853
55	8727
55	8923
55	9676
55	9848
55	9973
56	3378
56	5867
56	6274
56	8012
56	8944
56	9421
56	9679
56	9980
57	1156
57	3916
57	3938
57	5226
57	5381
57	6410
57	8289
57	9448
58	3363
58	5008
58	7643
58	7687
58	7908
58	8012
58	8528
58	9056
59	4882
59	7520
59	8079
59	8346
59	8941
59	9256
59	9479
59	9538
60	2743
60	3450
60	5054
60	8303
60	8958
60	9840
60	9844
60	9949
61	2565
61	3750
61	8958
61	9325
61	9533
61	9561
61	9667
61	9958
62	5121
62	6567
62	7760
62	7989
62	8685
62	9219
62	9617
62	9744
63	1911
63	5380
63	8308
63	8480
63	9332
63	9596
63	9807
63	9987
64	3664
64	5288
64	6474
64	8869
64	9302
64	9503
64	9509
64	9590
65	86
65	6860
65	8725
65	8746
65	8882
65	9093
65	9299
65	9578
66	3550
66	5614
66	5778
66	7674
66	9304
66	9371
66	9514
66	9909
67	3539
67	5299
67	5762
67	7321
67	7818
67	8433
67	9741
67	9877
68	432
68	2975
68	5304
68	6072
68	6249
68	8908
68	9530
68	9984
69	2399
69	7059
69	7134
69	7730
69	7739
69	8109
69	8256
69	9592
70	6462
70	6849
70	7393
70	8652
70	8838
70	8898
70	9006
70	9416
71	4189
71	5065
71	5896
71	8345
71	9119
71	9758
71	9846
71	9933
72	3362
72	5853
72	6244
72	6773
72	7371
72	7746
72	8956
72	9815
73	449
73	5586
73	6815
73	7233
73	7535
73	7555
73	9478
73	9659
74	4111
74	6015
74	6181
74	6367
74	7649
74	8700
74	9294
74	9823
75	1022
75	1656
75	1906
75	2056
75	5721
75	8223
75	9470
75	9795
76	2861
76	4219
76	7533
76	9240
76	9320
76	9374
76	9482
76	9930
77	4394
77	5529
77	5709
77	7213
77	8042
77	8833
77	9372
77	9813
78	4437
78	6205
78	7267
78	8091
78	8456
78	8463
78	8543
78	9368
79	2407
79	2699
79	3263
79	5577
79	7105
79	8881
79	9081
79	9941
80	1386
80	4772
80	6129
80	7289
80	7673
80	8549
80	8991
80	9213
81	5690
81	7911
81	8167
81	9211
81	9518
81	9693
81	9696
81	9999
82	2609
82	6740
82	8189
82	8333
82	8814
82	9442
82	9708
82	9971
83	4543
83	5092
83	5782
83	5994
83	6457
83	6944
83	9611
83	9736
84	5831
84	5931
84	6464
84	6646
84	6707
84	8310
84	9076
84	9894
85	296
85	2235
85	2345
85	2710
85	4767
85	5273
85	7450
85	7924
86	65
86	5178
86	6966
86	7498
86	8579
86	9192
86	9248
86	9634
87	4894
87	5367
87	6978
87	8362
87	8788
87	8958
87	9533
87	9561
88	6174
88	6988
88	8221
88	8224
88	8762
88	9013
88	9536
88	9930
89	231
89	736
89	5398
89	6395
89	8060
89	8295
89	8477
89	8606
90	3081
90	5310
90	7344
90	7693
90	9203
90	9568
90	9636
90	9868
91	1489
91	2213
91	5144
91	5198
91	6741
91	8943
91	9650
91	9894
92	835
92	2252
92	4009
92	7059
92	8501
92	8649
92	8918
92	9812
93	3476
93	4700
93	6533
93	6872
93	7519
93	8360
93	8460
93	8473
94	784
94	6607
